3,4,3,3,4,5,7,6,3,4,0,4,6,4,7,3,6,7,0,5,4,4,2,2,0,0,0,5,7,7,7,2,2,3,0,0,0,3,5,2,5,0,1,5,7,2,0,0,1,2,7,0,1,5,6,3,3,1,5,1,1,4,6,6,3,4,1,1,1,1,6,6,6,3,7,5,2,7,2,5,1,6,4,3,5,2,2,4,6,1,4,2,6,7,7,5
3,4,3,3,4,5,7,6,3,4,0,4,6,4,7,3,6,7,0,5,4,4,2,2,0,0,0,5,7,7,7,2,2,3,0,0,0,3,5,2,5,0,1,5,7,2,0,0,1,2,7,0,1,5,6,3,6,1,5,1,1,4,6,5,3,4,1,1,1,1,6,6,6,3,7,5,2,7,2,3,1,6,4,3,5,2,2,4,6,1,4,2,6,7,7,5
